,0
Turbine_Power,24.542766239573243
Turbine_Voltage,12.117198860421343
Gearbox_Temperature,9.554338372113671
Gas_Value,9.553822089368081
Turbine_Current,8.989486117952408
Wind_Speed,7.968406179551143
Nacelle_Temperature,7.739689019835036
Wind_Direction,7.24580247056685
Ambient_Temperature,6.667607459469986
Sound_Level,2.81907669699794
Vibration_Value,2.3402373093232613
Line_Sensor,0.4615691848270434
