iter	Logloss
465	0.008913077846
466	0.008913033475
467	0.008912983634
468	0.008912983634
469	0.008912968742
470	0.00891289246
471	0.008912833805
472	0.00891283958
473	0.008912800679
474	0.008912776062
475	0.008912777278
476	0.008912777278
477	0.008912763906
478	0.008912744151
479	0.008912744151
480	0.008912710113
481	0.00891270829
482	0.00891270829
483	0.008912718015
484	0.008912700692
485	0.008912687624
486	0.008912696741
487	0.008912673036
488	0.008912651154
489	0.008912651154
490	0.008912651154
491	0.008912651154
492	0.008912651154
493	0.008912651154
494	0.008912651154
495	0.008912651154
496	0.008912651154
497	0.008912651154
498	0.008912651154
499	0.008912651154
0.00951585563
495	0.009515844689
496	0.009515818249
497	0.00951583466
498	0.009515824327
499	0.009515795152
0.008904886215
498	0.008904874059
499	0.008904891686
